country,first_name,last_name,birth_date,start_mandate,end_mandate,wikipedia_url,intro_paragraph
us,Franklin,Roosevelt,1882-01-30,1933-03-04,1945-04-12,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,"Franklin Delano Roosevelt [ a ] (January 30, 1882 – April 12, 1945), also known as FDR , was the 32nd president of the United States , serving from 1933 until his death in 1945. A member of the Democratic Party , he is the longest-serving U.S. president , as well as the only one to have served more than two terms. His first two terms were centered on combating the Great Depression , while his third and fourth saw him shift his focus to America's involvement in World War II ."
us,Andrew,Johnson,1808-12-29,1865-04-15,1869-03-04,https://en.wikipedia.org/wiki/Andrew_Johnson,"Andrew Johnson (December 29, 1808 – July 31, 1875) was the 17th president of the United States , serving from 1865 to 1869. The 16th vice president , he assumed the presidency following the assassination of Abraham Lincoln . Johnson was a War Democrat who ran with Lincoln on the National Union Party ticket in the 1864 presidential election , coming to office as the American Civil War concluded. Johnson favored quick restoration of the seceded states to the Union without protection for the newly freed people who were formerly enslaved , as well as pardoning ex-Confederates . This led to conflict with the Republican Party -dominated U.S. Congress , culminating in his impeachment by the House of Representatives in 1868. He was acquitted in the Senate by one vote."
us,Gerald,Ford,1913-07-14,1974-08-09,1977-01-20,https://en.wikipedia.org/wiki/Gerald_Ford,"Gerald Rudolph Ford Jr. (born Leslie Lynch King Jr. ; July 14, 1913 – December 26, 2006) was the 38th president of the United States , serving from 1974 to 1977. A member of the Republican Party , Ford assumed the presidency after the resignation of Richard Nixon , under whom he had served as the 40th vice president from 1973 to 1974 following the resignation of Spiro Agnew . Prior to that, he served as a member of the U.S. House of Representatives from 1949 to 1973."
us,Richard,Nixon,1913-01-09,1969-01-20,1974-08-09,https://en.wikipedia.org/wiki/Richard_Nixon,"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th president of the United States , serving from 1969 until his resignation in 1974. A member of the Republican Party , he represented California in both houses of the United States Congress before serving as the 36th vice president under President Dwight D. Eisenhower from 1953 to 1961. His presidency saw the reduction of U.S. involvement in the Vietnam War , détente with the Soviet Union and China , the Apollo 11 Moon landing, and the establishment of the Environmental Protection Agency and Occupational Safety and Health Administration . Nixon's second term ended early when he became the only U.S. president to resign from office, as a result of the Watergate scandal ."
us,Lyndon,Johnson,1908-08-27,1963-11-22,1969-01-20,https://en.wikipedia.org/wiki/Lyndon_B._Johnson,"Lyndon Baines Johnson ( / ˈ l ɪ n d ə n ˈ b eɪ n z / ; August 27, 1908 – January 22, 1973), also known as LBJ , was the 36th president of the United States , serving from 1963 to 1969. He became president after the assassination of John F. Kennedy , under whom he had served as the 37th vice president from 1961 to 1963. A Southern Democrat , Johnson previously represented Texas in Congress for over 23 years, first as a U.S. representative from 1937 to 1949, and then as a U.S. senator from 1949 to 1961."
us,John,Kennedy,1917-05-29,1961-01-20,1963-11-22,https://en.wikipedia.org/wiki/John_F._Kennedy,"John Fitzgerald Kennedy (May 29, 1917 – November 22, 1963), also known as JFK , was the 35th president of the United States , serving from 1961 until his assassination in 1963. He was the youngest person elected president at 43 years. [ a ] Kennedy served at the height of the Cold War , and the majority of his foreign policy concerned relations with the Soviet Union and Cuba . A member of the Democratic Party , Kennedy represented Massachusetts in both houses of the United States Congress before his presidency."
us,Dwight,Eisenhower,1890-10-14,1953-01-20,1961-01-20,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,"Dwight David "" Ike "" Eisenhower [ a ] (born David Dwight Eisenhower ; October 14, 1890 – March 28, 1969) was the 34th president of the United States , serving from 1953 to 1961. During World War II , he was Supreme Commander of the Allied Expeditionary Force in Europe and achieved the five-star rank as General of the Army . Eisenhower planned and supervised two of the most consequential military campaigns of World War II : Operation Torch in the North Africa campaign in 1942–1943 and the invasion of Normandy in 1944."
us,Ronald,Reagan,1911-02-06,1981-01-20,1989-01-20,https://en.wikipedia.org/wiki/Ronald_Reagan,"Ronald Wilson Reagan [ a ] (February 6, 1911 – June 5, 2004) was an American politician and actor who served as the 40th president of the United States from 1981 to 1989. A member of the Republican Party , he became an important figure in the American conservative movement . The period encompassing his presidency is known as the Reagan era ."
us,Harry,Truman,1884-05-08,1945-04-12,1953-01-20,https://en.wikipedia.org/wiki/Harry_S._Truman,"Harry S. Truman (May 8, 1884 – December 26, 1972) was the 33rd president of the United States , serving from 1945 to 1953. As the 34th vice president in 1945, he assumed the presidency upon the death of Franklin D. Roosevelt that year. Subsequently, Truman implemented the Marshall Plan in the aftermath of World War II to rebuild the economy of Western Europe, and established both the Truman Doctrine and NATO to contain the expansion of Soviet communism . A member of the Democratic Party , he proposed numerous New Deal coalition liberal domestic reforms, but few were enacted by the conservative coalition that dominated the United States Congress ."
us,John,Adams,,1797-03-04,1801-03-04,https://en.wikipedia.org/wiki/John_Adams,"John Adams (October 30, 1735 – July 4, 1826) was a Founding Father and the second president of the United States from 1797 to 1801. Before his presidency , he was a leader of the American Revolution that achieved independence from Great Britain . During the latter part of the Revolutionary War and in the early years of the new nation, he served the Continental Congress of the United States as a senior diplomat in Europe. Adams was the first person to hold the office of vice president of the United States , serving from 1789 to 1797. He was a dedicated diarist and regularly corresponded with important contemporaries, including his wife and advisor Abigail Adams and his friend and rival Thomas Jefferson ."
us,Thomas,Jefferson,,1801-03-04,1809-03-04,https://en.wikipedia.org/wiki/Thomas_Jefferson,"Thomas Jefferson (April 13 [ O.S. April 2], 1743 – July 4, 1826) was an American Founding Father and the third president of the United States from 1801 to 1809. [ 6 ] He was the primary author of the Declaration of Independence . Jefferson was the nation's first U.S. secretary of state under George Washington and then the nation's second vice president under John Adams . Jefferson was a leading proponent of democracy, republicanism , and natural rights , and he produced formative documents and decisions at the state, national, and international levels."
us,James,Madison,1751-03-16,1809-03-04,1817-03-04,https://en.wikipedia.org/wiki/James_Madison,"James Madison (March 16, 1751 [ O.S. March 5, 1750] – June 28, 1836) was an American statesman, diplomat, and Founding Father who served as the fourth president of the United States from 1809 to 1817. Madison was popularly acclaimed as the "" Father of the Constitution "" for his pivotal role in drafting and promoting the Constitution of the United States and the Bill of Rights ."
us,James,Monroe,1758-04-28,1817-03-04,1825-03-04,https://en.wikipedia.org/wiki/James_Monroe,"James Monroe ( / m ə n ˈ r oʊ / mən- ROH ; April 28, 1758 – July 4, 1831) was an American Founding Father who served as the fifth president of the United States from 1817 to 1825. He was the last Founding Father to serve as president as well as the last president of the Virginia dynasty . Monroe was a member of the Democratic-Republican Party , and his presidency coincided with the Era of Good Feelings , concluding the First Party System era of American politics. He issued the Monroe Doctrine , a policy of limiting European colonialism in the Americas. Monroe previously served as Governor of Virginia , a member of the United States Senate , U.S. ambassador to France and Britain, the seventh secretary of state, and the eighth secretary of war."
us,John,Adams,1767-07-11,1825-03-04,1829-03-04,https://en.wikipedia.org/wiki/John_Quincy_Adams,"John Quincy Adams ( / ˈ k w ɪ n z i / ⓘ ; [ a ] July 11, 1767 – February 23, 1848) was the sixth president of the United States , serving from 1825 to 1829. He previously served as the eighth United States secretary of state from 1817 to 1825. During his long diplomatic and political career, Adams served as an ambassador and also as a member of the United States Congress representing Massachusetts in both chambers. He was the eldest son of John Adams , the second president, and First Lady Abigail Adams . Initially a Federalist like his father, he won election to the presidency as a member of the Democratic-Republican Party , and later, in the mid-1830s, became affiliated with the Whig Party ."
us,Andrew,Jackson,1767-03-15,1829-03-04,1837-03-04,https://en.wikipedia.org/wiki/Andrew_Jackson,"Andrew Jackson (March 15, 1767 – June 8, 1845) was the seventh president of the United States from 1829 to 1837. He rose to fame as a U.S. Army general and served in both houses of the U.S. Congress . His political philosophy, which dominated his presidency , became the basis for the rise of Jacksonian democracy . His legacy is controversial: he has been praised as an advocate for working Americans and preserving the union of states , and criticized for his racist policies, particularly towards Native Americans ."
us,Martin,Van Buren,1782-12-05,1837-03-04,1841-03-04,https://en.wikipedia.org/wiki/Martin_Van_Buren,"Martin Van Buren ( / v æ n ˈ b jʊər ən / van BYOO -rən ; Dutch : Maarten van Buren [ˈmaːrtə(ɱ) vɑm ˈbyːrə(n)] ⓘ ; December 5, 1782 – July 24, 1862) was the eighth president of the United States , serving from 1837 to 1841. A primary founder of the Democratic Party , Van Buren held a number of prominent offices. He served as New York's attorney general and U.S. senator , then briefly as the ninth governor of New York . After joining Andrew Jackson's administration , he served as the tenth United States secretary of state , minister to the United Kingdom , and ultimately, as the eighth vice president from 1833 to 1837, after being elected on Jackson's ticket in 1832 . Van Buren won the presidency in 1836 against divided Whig opponents. He lost re-election in 1840 , and failed to win the Democratic nomination in 1844 . Later in his life, Van Buren re-emerged as an elder statesman and an anti-slavery leader who led the Free Soil Party ticket in the 1848 presidential election ."
us,William,Harrison,1773-02-09,1841-03-04,1841-04-04,https://en.wikipedia.org/wiki/William_Henry_Harrison,"William Henry Harrison (February 9, 1773 – April 4, 1841) was the ninth president of the United States , serving from March 4 to April 4, 1841, the shortest presidency in U.S. history. He was also the first U.S. president to die in office, causing a brief constitutional crisis , since presidential succession was not then fully defined in the U.S. Constitution . Harrison was the last president born as a British subject in the Thirteen Colonies . He was a member of the Harrison family of Virginia , and a son of Benjamin Harrison V , who was a U.S. Founding Father . His own son John Scott Harrison was the father of Benjamin Harrison , the 23rd U.S. president."
us,John,Tyler,1790-03-29,1841-04-04,1845-03-04,https://en.wikipedia.org/wiki/John_Tyler,"John Tyler (March 29, 1790 – January 18, 1862) was the tenth president of the United States , serving from 1841 to 1845, after briefly holding office as the tenth vice president in 1841. He was elected vice president on the 1840 Whig ticket with President William Henry Harrison , succeeding to the presidency following Harrison's death 31 days after assuming office. Tyler was a stalwart supporter and advocate of states' rights , including regarding slavery , and he adopted nationalistic policies as president only when they did not infringe on the states' powers. His unexpected rise to the presidency posed a threat to the presidential ambitions of Henry Clay and other Whig politicians and left Tyler estranged from both of the nation's major political parties at the time."
us,James,Polk,1795-11-02,1845-03-04,1849-03-04,https://en.wikipedia.org/wiki/James_K._Polk,"James Knox Polk ( / p oʊ k / ; [ 1 ] November 2, 1795 – June 15, 1849) was the 11th president of the United States , serving from 1845 to 1849. A protégé of Andrew Jackson and a member of the Democratic Party , he was an advocate of Jacksonian democracy and American expansionism. Polk saw Texas join the Union in his first year in office, one of the precipitating causes that soon led the U.S. into the Mexican–American War . The settlement of that war expanded American territory to the Pacific Ocean. During his term, the dispute over the Oregon Territory with the United Kingdom was also resolved, creating the present U.S.-Canadian boundary."
us,Zachary,Taylor,1784-11-24,1849-03-04,1850-07-09,https://en.wikipedia.org/wiki/Zachary_Taylor,"Zachary Taylor (November 24, 1784 – July 9, 1850) was an American military officer and politician who was the 12th president of the United States , serving from 1849 until his death in 1850. Taylor was a career officer in the United States Army , rising to the rank of major general and becoming a national hero for his victories in the Mexican–American War . As a result, he won election to the White House despite his vague political beliefs. His top priority as president was to preserve the Union. He died 16 months into his term from a stomach disease. Taylor had the third-shortest presidential term in U.S. history."
us,Millard,Fillmore,1800-01-07,1850-07-09,1853-03-04,https://en.wikipedia.org/wiki/Millard_Fillmore,"Millard Fillmore (January 7, 1800 – March 8, 1874) was the 13th president of the United States , serving from 1850 to 1853. He was the last president to be a member of the Whig Party while in the White House , [ b ] and the last to be neither a Democrat nor a Republican . A former member of the U.S. House of Representatives , Fillmore was elected vice president in 1848 , and succeeded to the presidency when Zachary Taylor died in 1850. Fillmore was instrumental in passing the Compromise of 1850 , which led to a brief truce in the battle over the expansion of slavery ."
us,Franklin,Pierce,1804-11-23,1853-03-04,1857-03-04,https://en.wikipedia.org/wiki/Franklin_Pierce,"Franklin Pierce (November 23, 1804 – October 8, 1869) was the 14th president of the United States , serving from 1853 to 1857. A northern Democrat who believed that the abolitionist movement was a fundamental threat to national unity, he alienated anti-slavery groups by signing the Kansas–Nebraska Act and enforcing the Fugitive Slave Act . Conflict between North and South continued after Pierce's presidency , and, following Abraham Lincoln 's victory in the 1860 presidential election , the Southern states seceded , resulting in the American Civil War ."
us,James,Buchanan,1791-04-23,1857-03-04,1861-03-04,https://en.wikipedia.org/wiki/James_Buchanan,"James Buchanan Jr. ( / b j uː ˈ k æ n ə n / ⓘ bew- KAN -ən ; [ 3 ] April 23, 1791 – June 1, 1868) was the 15th president of the United States , serving from 1857 to 1861. He also served as the secretary of state from 1845 to 1849 and represented Pennsylvania in both houses of the U.S. Congress . Buchanan was an advocate for states' rights , particularly regarding slavery , and minimized the role of the federal government preceding the American Civil War ."
us,Donald,Trump,1946-06-14,2017-01-20,2021-01-20,https://en.wikipedia.org/wiki/Donald_Trump,"Donald John Trump (born June 14, 1946) is an American politician, media personality, and businessman who is the 47th president of the United States . A member of the Republican Party , he served as the 45th president from 2017 to 2021."
us,George,Bush,1924-06-12,1989-01-20,1993-01-20,https://en.wikipedia.org/wiki/George_H._W._Bush,"George Herbert Walker Bush [ a ] (June 12, 1924 – November 30, 2018) was the 41st president of the United States , serving from 1989 to 1993. A member of the Republican Party , he also served as the 43rd vice president under President Ronald Reagan from 1981 to 1989 and previously in various other federal positions . [ 1 ]"
us,Jimmy,Carter,1924-10-01,1977-01-20,1981-01-20,https://en.wikipedia.org/wiki/Jimmy_Carter,"James Earl Carter Jr. (October 1, 1924 – December 29, 2024) was an American politician and humanitarian who served as the 39th president of the United States from 1977 to 1981. A member of the Democratic Party , Carter served from 1971 to 1975 as the 76th governor of Georgia and from 1963 to 1967 in the Georgia State Senate . He is the longest-lived president in U.S. history and the only one to reach the age of 100 ."
us,Theodore,Roosevelt,1858-10-27,1901-09-14,1909-03-04,https://en.wikipedia.org/wiki/Theodore_Roosevelt,"Theodore Roosevelt Jr. [ b ] (October 27, 1858 – January 6, 1919), also known as Teddy or T. R. , was the 26th president of the United States , serving from 1901 to 1909. Roosevelt previously was involved in New York politics, including serving as the state's 33rd governor for two years. He served as the 25th vice president under President William McKinley for six months in 1901, assuming the presidency after McKinley's assassination . As president, Roosevelt emerged as a leader of the Republican Party and became a driving force for anti-trust and Progressive Era policies."
us,Woodrow,Wilson,1856-12-28,1913-03-04,1921-03-04,https://en.wikipedia.org/wiki/Woodrow_Wilson,"Thomas Woodrow Wilson (December 28, 1856 – February 3, 1924) was the 28th president of the United States , serving from 1913 to 1921. He was the only Democrat to serve as president during the Progressive Era when Republicans dominated the presidency and legislative branches . As president, Wilson changed the nation's economic policies and led the United States into World War I . He was the leading architect of the League of Nations , and his stance on foreign policy came to be known as Wilsonianism ."
us,James,Garfield,1831-11-19,1881-03-04,1881-09-19,https://en.wikipedia.org/wiki/James_A._Garfield,"James Abram Garfield (November 19, 1831 – September 19, 1881) was the 20th president of the United States , serving from March 1881 until his death in September that year after being shot two months earlier. A preacher, lawyer, and Civil War general, Garfield served nine terms in the United States House of Representatives and is the only sitting member of the House to be elected president. Before his candidacy for the presidency, he had been elected to the U.S. Senate by the Ohio General Assembly —a position he declined when he became president-elect ."
us,Ulysses,Grant,1822-04-27,1869-03-04,1877-03-04,https://en.wikipedia.org/wiki/Ulysses_S._Grant,"Ulysses S. Grant (born Hiram Ulysses Grant ; [ a ] April 27, 1822 – July 23, 1885) was the 18th president of the United States , serving from 1869 to 1877. In 1865, as commanding general , Grant led the Union Army to victory in the American Civil War ."
us,William,McKinley,1843-01-29,1897-03-04,1901-09-14,https://en.wikipedia.org/wiki/William_McKinley,"William McKinley (January 29, 1843 – September 14, 1901) was the 25th president of the United States , serving from 1897 until his assassination in 1901. A member of the Republican Party , he led a realignment that made Republicans largely dominant in the industrial states and nationwide for decades. McKinley successfully led the U.S. in the Spanish–American War and oversaw a period of American expansionism , with the annexations of Hawaii , Puerto Rico , Guam , the Philippines , and American Samoa ."
us,Stephen,Cleveland,1837-03-18,1893-03-04,1897-03-04,https://en.wikipedia.org/wiki/Grover_Cleveland,"Stephen Grover Cleveland (March 18, 1837 – June 24, 1908) was the 22nd and 24th president of the United States , serving from 1885 to 1889 and from 1893 to 1897. He was the first U.S. president to serve nonconsecutive terms and the first Democrat elected president after the American Civil War ."
us,Herbert,Hoover,1874-08-10,1929-03-04,1933-03-04,https://en.wikipedia.org/wiki/Herbert_Hoover,"Herbert Clark Hoover (August 10, 1874 – October 20, 1964) was the 31st president of the United States , serving from 1929 to 1933. A wealthy mining engineer before his presidency, Hoover led the wartime Commission for Relief in Belgium and was the director of the U.S. Food Administration , followed by post-war relief of Europe. As a member of the Republican Party , he served as the third United States secretary of commerce from 1921 to 1928 before being elected president in 1928 . His presidency was dominated by the Great Depression , and his policies and methods to combat it were seen as lackluster. Amid his unpopularity, he decisively lost reelection to Franklin D. Roosevelt in 1932 ."
us,Warren,Harding,1865-11-02,1921-03-04,1923-08-02,https://en.wikipedia.org/wiki/Warren_G._Harding,"Warren Gamaliel Harding (November 2, 1865 – August 2, 1923) was the 29th president of the United States , serving from 1921 until his death in 1923. A member of the Republican Party , he was one of the most popular presidents at the time of his death. After his death, a number of scandals were exposed that greatly damaged his reputation."
us,Chester,Arthur,1829-10-05,1881-09-19,1885-03-04,https://en.wikipedia.org/wiki/Chester_A._Arthur,"Chester Alan Arthur (October 5, 1829 [ b ] – November 18, 1886) was the 21st president of the United States , serving from 1881 to 1885. He was a Republican from New York who previously served as the 20th vice president under President James A. Garfield . Assuming the presidency after Garfield's assassination , Arthur's administration saw the largest expansion of the U.S. Navy , the end of the so-called "" spoils system "", and the implementation of harsher restrictions for migrants entering from abroad."
us,William,Taft,1857-09-15,1909-03-04,1913-03-04,https://en.wikipedia.org/wiki/William_Howard_Taft,"William Howard Taft (September 15, 1857 – March 8, 1930) was the 27th president of the United States from 1909 to 1913 and the tenth chief justice of the United States from 1921 to 1930. He is the only person to have held both offices."
us,Benjamin,Harrison,1833-08-20,1889-03-04,1893-03-04,https://en.wikipedia.org/wiki/Benjamin_Harrison,"Benjamin Harrison (August 20, 1833 – March 13, 1901) was the 23rd president of the United States , serving from 1889 to 1893. He was a member of the Harrison family of Virginia —a grandson of the ninth president, William Henry Harrison , and a great-grandson of Benjamin Harrison V , a Founding Father . A Union army veteran and a Republican, he defeated incumbent Grover Cleveland to win the presidency in 1888."
us,Rutherford,Hayes,1822-10-04,1877-03-04,1881-03-04,https://en.wikipedia.org/wiki/Rutherford_B._Hayes,"Rutherford Birchard Hayes ( / ˈ r ʌ ð ər f ər d / ⓘ ; October 4, 1822 – January 17, 1893) was the 19th president of the United States , serving from 1877 to 1881. Hayes served as Cincinnati 's city solicitor from 1858 to 1861 and was known as a staunch abolitionist who defended refugee slaves in court proceedings. [ 1 ] At the start of the Civil War, he left a fledgling political career to join the Union army. He was wounded five times, most seriously at the Battle of South Mountain in 1862. Hayes earned a reputation for bravery in combat, rising in the ranks to serve as brevet major general. After the war, he was a prominent member of the "" Half-Breed "" faction of the Republican Party . [ 2 ] He served in Congress from 1865 to 1867 and was elected governor of Ohio, serving two consecutive terms from 1868 to 1872 and half of a third two-year term from 1876 to 1877 before his swearing-in as president."
us,John,Coolidge,1872-07-04,1923-08-02,1929-03-04,https://en.wikipedia.org/wiki/Calvin_Coolidge,"Calvin Coolidge (born John Calvin Coolidge Jr. ; [ 1 ] / ˈ k uː l ɪ dʒ / KOOL -ij ; July 4, 1872 – January 5, 1933) was the 30th president of the United States , serving from 1923 to 1929. A Republican lawyer from Massachusetts , he previously served as the 29th vice president from 1921 to 1923, under President Warren G. Harding , and as the 48th governor of Massachusetts from 1919 to 1921. Coolidge gained a reputation as a small-government conservative , with a taciturn personality and dry sense of humor that earned him the nickname "" Silent Cal ""."
ru,Vladimir,Putin,1952-10-07,2000-05-07,2008-05-07,"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B8%D0%BD,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87","Влади́мир Влади́мирович Пу́тин (род. 7 октября 1952 , Ленинград , СССР ) — российский государственный и политический деятель. Действующий президент Российской Федерации , председатель Государственного Совета Российской Федерации и Совета Безопасности Российской Федерации ; Верховный главнокомандующий Вооружёнными силами Российской Федерации с 7 мая 2012 года. Ранее занимал должность президента с 7 мая 2000 по 7 мая 2008 года, также в 1999—2000 и 2008—2012 годах занимал должность председателя правительства Российской Федерации . Де-факто руководит Россией, согласно разным оценкам, с 1999 [ 5 ] или с 2000 года [ 6 ] ."
ru,Dmitry,Medvedev,1965-09-14,2008-05-07,2012-05-07,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2,_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87","Дми́трий Анато́льевич Медве́дев (род. 14 сентября 1965 , Ленинград , СССР ) — российский государственный и политический деятель . Первый заместитель председателя Военно-промышленной комиссии Российской Федерации с 26 декабря 2022 года. Заместитель председателя Совета Безопасности Российской Федерации с 16 января 2020 года. Председатель партии « Единая Россия » с 26 мая 2012 года [ 1 ] [ 2 ] . Президент Российской Федерации (7 мая 2008 — 7 мая 2012). Председатель Правительства Российской Федерации (8 мая 2012 [ 3 ] [ 4 ] — 15 января 2020) [ 5 ] [ 6 ] ."
ru,Boris,Yeltsin,1931-02-01,1991-07-10,1999-12-31,"https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D1%8C%D1%86%D0%B8%D0%BD,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87","Бори́с Никола́евич Е́льцин ( 1 февраля 1931 ( 1931-02-01 ) , Бутка , Буткинский район , Уральская область , РСФСР , СССР — 23 апреля 2007 , Москва , Россия ) — советский и российский партийный , государственный и политический деятель, первый Президент Российской Федерации ( 1991—1999 ) ➤ ; в ноябре 1991 — июне 1992 года одновременно возглавлял правительство России . С марта по май 1992 года исполнял обязанности министра обороны Российской Федерации ."
fr,François,Hollande,1954-08-12,2012-05-15,2017-05-14,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Hollande,"François Hollande [ f ʁ ɑ̃ s w a ɔ l ɑ̃ d ] [ n 3 ] Écouter ⓘ , né le 12 août 1954 à Rouen ( Seine-Inférieure , aujourd'hui Seine-Maritime ), est un haut fonctionnaire et homme d'État français . Il est président de la République française du 15 mai 2012 au 14 mai 2017 ."
fr,Nicolas,Sarkozy,1955-01-28,2007-05-16,2012-05-15,https://fr.wikipedia.org/wiki/Nicolas_Sarkozy,"Nicolas Sarközy de Nagy-Bocsa [ d ] , dit Nicolas Sarkozy (par prononciation orthographique / n i . k ɔ . l a s a ʁ . k ɔ . z i / [ e ] Écouter ⓘ ; originellement Sárközy ou Sárközi [ ˈ ʃ a ː ɾ k ø z i ] , prononcé en hongrois « Charkeuzy » [ 3 ] , [ 4 ] , [ 5 ] ), né le 28 janvier 1955 à Paris 17 e ( Seine ), est un homme d'État français . Il est président de la République française du 16 mai 2007 au 15 mai 2012 ."
fr,François,Mitterrand,1916-10-26,1981-05-21,1995-05-17,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,"François Mitterrand [ f ʁ ɑ̃ s w a m i t ɛ ʁ ɑ̃ ] [ b ] Écouter ⓘ , né le 26 octobre 1916 à Jarnac ( Charente ) et mort le 8 janvier 1996 dans le 7 e arrondissement de Paris , est un homme d'État français , président de la République du 21 mai 1981 au 17 mai 1995 ."
fr,Charles,de Gaulle,1890-11-22,1959-01-08,1969-04-28,https://fr.wikipedia.org/wiki/Charles_de_Gaulle,"Charles de Gaulle ( / ʃ a ʁ l d ə ɡ o l / [ n 3 ] Écouter ⓘ ) couramment appelé le général de Gaulle ou simplement le Général , né le 22 novembre 1890 à Lille ( Nord ) et mort le 9 novembre 1970 à Colombey-les-Deux-Églises ( Haute-Marne ), est un militaire de carrière devenu général de brigade , résistant , homme d'État et écrivain français . Pendant la Seconde Guerre mondiale , Charles de Gaulle a fondé la France libre ; à la Libération , il préside le gouvernement provisoire à partir de 1944 jusqu'en 1946. Instigateur de la V e République , il en a été le premier président du 8 janvier 1959 au 28 avril 1969 ."
fr,Jacques,Chirac,1932-11-29,1995-05-17,2007-05-16,https://fr.wikipedia.org/wiki/Jacques_Chirac,"Jacques Chirac ( / ʒ a k ʃ i ʁ a k / [ b ] Écouter ⓘ ), né le 29 novembre 1932 dans le 5 e arrondissement de Paris et mort le 26 septembre 2019 dans le 6 e arrondissement de la même ville, est un homme d'État français . Il est Premier ministre de 1974 à 1976 et de 1986 à 1988, puis président de la République de 1995 à 2007."
fr,Valéry,Giscard d'Estaing,1926-02-02,1974-05-27,1981-05-21,https://fr.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing,"Valéry Giscard d'Estaing [ v a l e ʁ i ʒ i s k a ʁ d ɛ s t ɛ̃ ] [ d ] Écouter ⓘ — communément appelé « Giscard » ou désigné par ses initiales, « VGE » —, né le 2 février 1926 à Coblence ( Allemagne ) et mort le 2 décembre 2020 à Authon ( France ), est un homme d'État français , président de la République du 27 mai 1974 au 21 mai 1981 ."
fr,Georges,Pompidou,1911-07-05,1969-06-20,1974-04-02,https://fr.wikipedia.org/wiki/Georges_Pompidou,"Georges Pompidou ( Écouter ⓘ ), né le 5 juillet 1911 à Montboudif ( Cantal ) et mort le 2 avril 1974 dans le 4 e arrondissement de Paris , est un haut fonctionnaire et homme d'État français . Il est Premier ministre du 14 avril 1962 au 10 juillet 1968 et président de la République du 20 juin 1969 jusqu'à sa mort le 2 avril 1974."
fr,Adolphe,Thiers,1797-04-15,1871-08-31,1873-05-24,https://fr.wikipedia.org/wiki/Adolphe_Thiers,"Adolphe Thiers , né le 15 avril 1797 ( 26 germinal an V ) à Marseille (Bouches-du-Rhône) et mort le 3 septembre 1877 à Saint-Germain-en-Laye ( Seine-et-Oise ), est un avocat , journaliste , historien et homme d'État français ."
fr,Napoléon,Bonaparte,1808-04-20,1848-12-20,1852-12-02,https://fr.wikipedia.org/wiki/Napol%C3%A9on_III,"Louis-Napoléon Bonaparte , né le 20 avril 1808 à Paris ( France ) et mort le 9 janvier 1873 à Chislehurst ( Royaume-Uni ), est un monarque et homme d'État français. Il est à la fois l'unique président de la Deuxième République , le premier chef d'État français élu au suffrage universel masculin le 10 décembre 1848 , le premier président de la République française et, après la proclamation de l' Empire le 2 décembre 1852 , le dernier monarque du pays en tant qu' empereur des Français sous le nom de Napoléon III ."
fr,Paul,Doumer,1857-03-22,1931-06-13,1932-05-07,https://fr.wikipedia.org/wiki/Paul_Doumer,"Joseph Athanase Doumer , dit Paul Doumer , né le 22 mars 1857 à Aurillac (Cantal) et mort assassiné le 7 mai 1932 à Paris ( Seine ), est un homme d'État français . Il est président de la République du 13 juin 1931 à sa mort."
fr,Alain,Poher,1909-04-17,1969-04-28,1969-06-20,https://fr.wikipedia.org/wiki/Alain_Poher,"Alain Poher , né le 17 avril 1909 à Ablon-sur-Seine ( Seine-et-Oise ) et mort le 9 décembre 1996 à Paris 16 e , est un homme d'État français . Président du Sénat de 1968 à 1992, il exerce à ce titre les fonctions de président de la République par intérim en 1969 et 1974."
fr,Albert,Lebrun,1871-08-29,1932-05-10,1940-07-11,https://fr.wikipedia.org/wiki/Albert_Lebrun,"Albert Lebrun , né le 29 août 1871 à Mercy-le-Haut (alors dans la partie de la Moselle restée française après le traité de Francfort ) et mort le 6 mars 1950 à Paris (alors dans le département de la Seine ), est un homme d'État français . Il est président de la République française du 10 mai 1932 au 11 juillet 1940 (le dernier de la III e République )."
